App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Review_group
My Little Pony: Harmony Quest,FAMILY,1.0,148295,26M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"March 5, 2018",1.6,4.1 and up,"[26432,max)"
Block Puzzle : Night in Egypt,FAMILY,1.0,276,16M,"50,000+",Free,0,Everyone,Puzzle;Brain Games,"September 12, 2017",1.2.16,2.3 and up,"[23,889)"
Super DK vs Kong Brother Advanced Free Classic,GAME,0.0,66,38M,"10,000+",Free,0,Everyone,Arcade,"July 17, 2018",1.2,4.1 and up,"[23,889)"
Cinemark Theatres,ENTERTAINMENT,1.0,21867,39M,"1,000,000+",Free,0,Teen,Entertainment,"July 12, 2018",2.19.0,5.0 and up,"[889,26432)"
Free Fur All – We Bare Bears,FAMILY,1.0,256916,25M,"10,000,000+",Free,0,Everyone,Arcade;Action & Adventure,"October 8, 2015",1.0.4,4.0 and up,"[26432,max)"
EU Flags Live Wallpaper,PERSONALIZATION,1.0,444,12M,"10,000+",Paid,$0.99,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up,"[23,889)"
PriorityONE Credit Union of Fl,FINANCE,1.0,178,12M,"1,000+",Free,0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up,"[23,889)"
Spreaker Podcast Radio,NEWS_AND_MAGAZINES,1.0,17703,6.6M,"500,000+",Free,0,Teen,News & Magazines,"June 7, 2018",4.10.0,4.4 and up,"[889,26432)"
Park Limousine: Realistic Limo Parking Simulator,FAMILY,1.0,4,25M,"1,000+",Free,0,Everyone,Simulation,"July 20, 2018",1.0,4.0 and up,"[0,23)"
BR Chat Bot,SOCIAL,0.0,16,2.6M,"1,000+",Free,0,Everyone,Social,"June 30, 2016",1.0,4.0 and up,"[0,23)"
Narrator's Voice,COMICS,1.0,564387,Varies with device,"5,000,000+",Free,0,Everyone,Comics,"July 5, 2018",Varies with device,Varies with device,"[26432,max)"
Vector,GAME,1.0,3058687,89M,"100,000,000+",Free,0,Everyone 10+,Arcade,"July 18, 2016",1.2.0,4.0 and up,"[26432,max)"
DM EVOLUTION,GAME,0.0,450,97M,"10,000+",Free,0,Everyone,Card,"July 23, 2018",2.0.9,4.1 and up,"[23,889)"
Climatempo Lite - 15 day weather forecast,WEATHER,0.0,634,Varies with device,"100,000+",Free,0,Everyone,Weather,"June 15, 2018",1.0.34,4.1 and up,"[23,889)"
ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,0.0,439,35M,"50,000+",Free,0,Everyone,Video Players & Editors,"March 4, 2016",0.7.9,4.0 and up,"[23,889)"
CT Scan Viewer 3D,MEDICAL,1.0,6,29M,"1,000+",Free,0,Everyone,Medical,"June 20, 2018",1.0,2.3 and up,"[0,23)"
Lollipop Keyboard L Pro,PERSONALIZATION,0.0,5525,2.6M,"500,000+",Free,0,Everyone,Personalization,"June 6, 2016",1.6,2.3 and up,"[889,26432)"
EO Forum,BUSINESS,1.0,0,1.1M,100+,Free,0,Everyone,Business,"April 5, 2013",1.1,2.1 and up,"[0,23)"
Droidbug BusyBox Advance PRO,TOOLS,1.0,2,3.3M,100+,Paid,$3.99,Everyone,Tools,"July 19, 2018",1.4,4.0.3 and up,"[0,23)"
FE Other Disciplines Engineering Exam Prep,FAMILY,1.0,0,21M,100+,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,"[0,23)"
ES Task Manager (Task Killer ),BUSINESS,1.0,171771,3.2M,"10,000,000+",Free,0,Everyone,Business,"January 15, 2018",2.0.6.4,2.1 and up,"[26432,max)"
"PowerDirector Video Editor App: 4K, Slow Mo & More",VIDEO_PLAYERS,1.0,714665,50M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"July 24, 2018",4.13.3,4.3 and up,"[26432,max)"
PatientPORTAL by InteliChart,MEDICAL,1.0,1,32M,500+,Free,0,Everyone,Medical,"May 24, 2018",1.0.1,5.0 and up,"[0,23)"
DQ Events,BUSINESS,0.0,41,20M,"10,000+",Free,0,Everyone,Business,"December 20, 2017",1.1,4.0 and up,"[23,889)"
Talkray - Free Calls & Texts,COMMUNICATION,1.0,244863,Varies with device,"10,000,000+",Free,0,Everyone,Communication,"May 29, 2018",Varies with device,Varies with device,"[26432,max)"
EZ-SEE,VIDEO_PLAYERS,0.0,71,10M,"10,000+",Free,0,Everyone,Video Players & Editors,"July 18, 2018",3.08,5.0 and up,"[23,889)"
CQ Ukraine,PRODUCTIVITY,1.0,0,9.1M,10+,Free,0,Everyone,Productivity,"June 25, 2018",1.17.0,4.1 and up,"[0,23)"
EY Catalyst Reader,BUSINESS,1.0,1,8.4M,5+,Free,0,Everyone,Business,"April 10, 2018",1.2.1,5.0 - 7.1.1,"[0,23)"
Mind Games Pro,FAMILY,1.0,15301,18M,"100,000+",Paid,$2.99,Everyone,Puzzle;Brain Games,"July 18, 2018",3.0.5,2.3 and up,"[889,26432)"
Pixel Oreo/P Dark White AMOLED UI - Icon Pack,PERSONALIZATION,1.0,18,16M,"5,000+",Paid,$1.49,Everyone,Personalization,"June 21, 2018",5.1,4.0.3 and up,"[0,23)"
AF Johannesburg,FAMILY,1.0,3,11M,100+,Free,0,Everyone,Education,"May 2, 2017",1.0.3,4.1 and up,"[0,23)"
PROFESSOR SEE-BA LINGUAGENS E SUAS TECNOLOGIAS,PRODUCTIVITY,1.0,0,3.7M,10+,Paid,$2.99,Everyone,Productivity,"December 1, 2017",1.0,4.0 and up,"[0,23)"
РИА Новости,NEWS_AND_MAGAZINES,1.0,44274,8.0M,"1,000,000+",Free,0,Everyone,News & Magazines,"August 6, 2018",4.0.6,4.4 and up,"[26432,max)"
Ghouls'n Ghosts MOBILE,GAME,0.0,168,49M,"5,000+",Paid,$1.99,Everyone 10+,Arcade,"May 18, 2017",1.00.00,4.1 and up,"[23,889)"
Mandala Coloring Book,ART_AND_DESIGN,1.0,4326,21M,"100,000+",Free,0,Everyone,Art & Design,"June 26, 2018",1.0.4,4.4 and up,"[889,26432)"
Runkeeper - GPS Track Run Walk,HEALTH_AND_FITNESS,1.0,501144,Varies with device,"10,000,000+",Free,0,Everyone,Health & Fitness,"July 16, 2018",Varies with device,Varies with device,"[26432,max)"
bigbasket - online grocery,SHOPPING,1.0,216741,Varies with device,"5,000,000+",Free,0,Everyone,Shopping,"August 6, 2018",4.6.0,4.1 and up,"[26432,max)"
The Church at CW,LIFESTYLE,1.0,2,7.8M,100+,Free,0,Teen,Lifestyle,"June 25, 2018",3.8.0,4.1 and up,"[0,23)"
Ghost Snap AR Horror Survival,GAME,0.0,898,33M,"100,000+",Free,0,Teen,Adventure,"December 21, 2016",1.2.3.1,2.3 and up,"[889,26432)"
FE Chemical Engineering Exam Prep,FAMILY,1.0,2,20M,100+,Free,0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up,"[0,23)"
Top Novini BG,NEWS_AND_MAGAZINES,1.0,2,2.9M,100+,Free,0,Everyone,News & Magazines,"June 14, 2016",1.2,4.1 and up,"[0,23)"
F N Bail Bonds,LIFESTYLE,0.0,4,14M,500+,Free,0,Everyone,Lifestyle,"January 6, 2017",1.4,4.0.3 and up,"[0,23)"
W Pro - Weather Forecast & Animated Weather Maps,WEATHER,0.0,11,2.9M,500+,Paid,$1.99,Everyone,Weather,"April 23, 2018",1.0,4.1 and up,"[0,23)"
Bx Access 4d,TOOLS,1.0,1,1.9M,100+,Free,0,Everyone,Tools,"April 29, 2016",2.2.1,4.0 and up,"[0,23)"
CG 3D Model Viewer: view 3D models interactively,TOOLS,1.0,0,10M,100+,Free,0,Everyone,Tools,"July 26, 2018",1.0.4.91,4.4 and up,"[0,23)"
Ready4 SAT (Prep4 SAT),EDUCATION,1.0,13612,48M,"100,000+",Free,0,Everyone,Education,"May 10, 2018",7.2.3633,4.4 and up,"[889,26432)"
Stream - Live Video Community,SOCIAL,1.0,6388,Varies with device,"500,000+",Free,0,Teen,Social,"December 5, 2017",Varies with device,Varies with device,"[889,26432)"
Guide for DB Xenoverse 2,BOOKS_AND_REFERENCE,1.0,121,8.7M,"10,000+",Free,0,Everyone,Books & Reference,"December 23, 2016",1.1.2,4.1 and up,"[23,889)"
Jabong Online Shopping App,SHOPPING,1.0,367290,11M,"10,000,000+",Free,0,Everyone,Shopping,"July 20, 2018",4.9.3,4.0.3 and up,"[26432,max)"
Ek Bander Ne Kholi Dukan,FAMILY,1.0,10,3.0M,"10,000+",Free,0,Everyone,Entertainment,"June 26, 2017",1.0.9,4.0 and up,"[0,23)"
League18,SPORTS,1.0,14123,13M,"500,000+",Free,0,Everyone,Sports,"August 1, 2018",4.0.0,4.0 and up,"[889,26432)"
Love Images,SOCIAL,1.0,16404,2.3M,"1,000,000+",Free,0,Everyone,Social,"June 24, 2018",1.6,2.3 and up,"[889,26432)"
Howlr,DATING,0.0,105,27M,"5,000+",Free,0,Mature 17+,Dating,"June 19, 2018",1.0.4,4.4 and up,"[23,889)"
TuenMun BM,TOOLS,1.0,6,47M,"1,000+",Free,0,Everyone,Tools,"May 17, 2017",1.2,4.0.3 and up,"[0,23)"
50000 Free eBooks & Free AudioBooks,BOOKS_AND_REFERENCE,1.0,52312,11M,"5,000,000+",Free,0,Teen,Books & Reference,"May 19, 2018",5.3.4,4.4 and up,"[26432,max)"
Java Editor CR,TOOLS,0.0,434,18M,"50,000+",Free,0,Everyone,Tools,"March 16, 2018",1.0.209,4.0 and up,"[23,889)"
Penn State Health OnDemand,MEDICAL,1.0,0,40M,50+,Free,0,Everyone,Medical,"July 24, 2018",10.4.1.018_06,4.0.3 and up,"[0,23)"
The Q - Live Trivia Game Network,GAME,0.0,1486,14M,"100,000+",Free,0,Everyone,Trivia,"August 3, 2018",2.4.8,5.0 and up,"[889,26432)"
Tools & Mi Band,HEALTH_AND_FITNESS,1.0,15753,13M,"100,000+",Paid,$3.49,Everyone,Health & Fitness,"July 26, 2018",3.7.3,4.3 and up,"[889,26432)"
SD card backup,TOOLS,1.0,142,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"March 27, 2017",Varies with device,Varies with device,"[23,889)"
SavingStar - Grocery Coupons,SHOPPING,1.0,31519,21M,"1,000,000+",Free,0,Everyone,Shopping,"June 12, 2018",4.9.1,4.0 and up,"[26432,max)"
CP HAPPS - Pittsburgh Events,LIFESTYLE,0.0,85,5.6M,"5,000+",Free,0,Teen,Lifestyle,"March 6, 2015",1.18.10,4.0.3 and up,"[23,889)"
FD Shift Calendar Widget,TOOLS,1.0,981,73k,"100,000+",Free,0,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up,"[889,26432)"
Lock 'n' Roll Pro - Ad Free,GAME,1.0,169,13M,"1,000+",Paid,$0.99,Everyone,Card,"July 1, 2015",4.0.5,2.3.3 and up,"[23,889)"
War Robots,GAME,1.0,3073251,33M,"50,000,000+",Free,0,Everyone 10+,Action,"July 25, 2018",4.1.1,4.1 and up,"[26432,max)"
Galaxy at War Online,FAMILY,0.0,65119,46M,"1,000,000+",Free,0,Everyone 10+,Strategy,"May 22, 2018",2.1.0,3.0 and up,"[26432,max)"
Relax with Andrew Johnson Lite,HEALTH_AND_FITNESS,1.0,2885,Varies with device,"100,000+",Free,0,Everyone,Health & Fitness,"June 19, 2012",Varies with device,Varies with device,"[889,26432)"
DU Emoji Keyboard（Simeji）,TOOLS,1.0,19234,14M,"500,000+",Free,0,Everyone,Tools,"February 23, 2017",3.1.3,4.0.3 and up,"[889,26432)"
ec.tv,LIFESTYLE,1.0,0,8.6M,50+,Free,0,Everyone,Lifestyle,"November 11, 2016",1.0,4.1 and up,"[0,23)"
FO AIRBUS Nantes,COMMUNICATION,1.0,0,17M,100+,Free,0,Everyone,Communication,"December 14, 2017",1.0,4.1 and up,"[0,23)"
EMT PASS,MEDICAL,0.0,51,2.4M,"1,000+",Paid,$29.99,Everyone,Medical,"October 22, 2014",2.0.2,4.0 and up,"[23,889)"
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,0.0,1343,9.0M,"100,000+",Free,0,Everyone,Productivity,"March 12, 2018",1.0.26,5.0 and up,"[889,26432)"
Diario Financiero,FINANCE,1.0,30,24M,"10,000+",Free,0,Everyone,Finance,"June 18, 2018",v1.1.6(201806181),4.1 and up,"[23,889)"
Moot Peru 2018,EVENTS,1.0,13,27M,"1,000+",Free,0,Everyone,Events,"June 28, 2018",1.0,3.0 and up,"[0,23)"
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,1.0,7583,3.8M,"500,000+",Free,0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,"[889,26432)"
Onefootball - Soccer Scores,SPORTS,1.0,911995,20M,"10,000,000+",Free,0,Everyone,Sports,"August 1, 2018",10.8.1.330,4.4 and up,"[26432,max)"
BA 3 Banjarmasin,SOCIAL,1.0,2,5.9M,10+,Free,0,Teen,Social,"July 28, 2018",1.0.1,4.4 and up,"[0,23)"
CT-Guide & Positioning,FAMILY,0.0,6,7.8M,"1,000+",Free,0,Everyone,Education,"June 6, 2018",1.5,4.0 and up,"[0,23)"
Case Simulator Hero for CS:GO,FAMILY,1.0,14604,68M,"500,000+",Free,0,Teen,Simulation,"July 4, 2018",3.1.2,4.2 and up,"[889,26432)"
Airplane Fly Hawaii,FAMILY,1.0,83427,16M,"1,000,000+",Free,0,Everyone,Simulation,"January 30, 2015",2.6,4.1 and up,"[26432,max)"
I am Millionaire - Richest guy in the town,LIFESTYLE,0.0,126,1.4M,"5,000+",Paid,$2.49,Everyone,Lifestyle,"June 22, 2018",8,4.1 and up,"[23,889)"
Business Mitra (BM),BUSINESS,1.0,13,5.3M,100+,Free,0,Everyone,Business,"July 12, 2018",1.11.1prod,4.0.3 and up,"[0,23)"
RTVBN,NEWS_AND_MAGAZINES,0.0,533,3.8M,"50,000+",Free,0,Everyone,News & Magazines,"August 5, 2018",4.4,4.0.3 and up,"[23,889)"
SofaScore Live Score,SPORTS,1.0,221722,Varies with device,"10,000,000+",Free,0,Everyone,Sports,"July 26, 2018",Varies with device,Varies with device,"[26432,max)"
Interpret Chest X-Ray With 100 Cases,MEDICAL,1.0,5,11M,100+,Free,0,Everyone,Medical,"August 3, 2018",1.0,4.1 and up,"[0,23)"
FJ Drive: Mercedes-Benz Lease,AUTO_AND_VEHICLES,1.0,107,27M,"10,000+",Free,0,Everyone,Auto & Vehicles,"November 6, 2017",2.0.0,4.1 and up,"[23,889)"
Madagascar Surf n' Slides Free,FAMILY,0.0,48929,45M,"5,000,000+",Free,0,Everyone,Educational;Education,"September 8, 2017",1.5.0,4.0 and up,"[26432,max)"
EV Stations Hawaii,MAPS_AND_NAVIGATION,0.0,7,2.5M,"1,000+",Free,0,Everyone,Maps & Navigation,"May 30, 2017",3.0.6,4.1 and up,"[0,23)"
detikcom - Latest & Most Complete News,NEWS_AND_MAGAZINES,1.0,190888,11M,"10,000,000+",Free,0,Teen,News & Magazines,"July 13, 2018",5.2.5,4.1 and up,"[26432,max)"
Toughest Game Ever 2,GAME,1.0,293086,Varies with device,"5,000,000+",Free,0,Everyone,Action,"October 22, 2015",8.1,4.0.3 and up,"[26432,max)"
Dash Quest Heroes,GAME,1.0,8432,59M,"500,000+",Free,0,Everyone 10+,Adventure,"July 16, 2018",1.4.0,4.1 and up,"[889,26432)"
EJ Insight,NEWS_AND_MAGAZINES,0.0,33,280k,"1,000+",Free,0,Everyone,News & Magazines,"September 30, 2014",1.0,4.0 and up,"[23,889)"
ZOOKEEPER DX TouchEdition,FAMILY,1.0,3195,4.6M,"100,000+",Paid,$0.99,Everyone,Puzzle,"November 26, 2015",1.2.7,2.1 and up,"[889,26432)"
DEER HUNTER CHALLENGE,GAME,0.0,38767,4.1M,"5,000,000+",Free,0,Everyone 10+,Action,"April 11, 2011",1.4.3,2.0 and up,"[26432,max)"
Talking Tom Cat,FAMILY,1.0,1838090,Varies with device,"100,000,000+",Free,0,Everyone 10+,Casual,"July 27, 2018",Varies with device,4.1 and up,"[26432,max)"
AV Pro Voice Changer,FAMILY,0.0,174,5.6M,"50,000+",Free,0,Everyone,Entertainment,"June 29, 2016",1.0.3,4.0 and up,"[23,889)"
Forgotten Hill: Puppeteer,GAME,1.0,2917,22M,"100,000+",Free,0,Teen,Adventure,"October 30, 2017",2.6,2.3 and up,"[889,26432)"
"Free Dating App - YoCutie - Flirt, Chat & Meet",DATING,1.0,97684,7.9M,"1,000,000+",Free,0,Mature 17+,Dating,"July 10, 2018",1.230,4.0.3 and up,"[26432,max)"
My baby Piano,PARENTING,0.0,17941,Varies with device,"5,000,000+",Free,0,Everyone,Parenting;Music & Video,"May 27, 2018",Varies with device,Varies with device,"[889,26432)"
C-SPAN Radio,FAMILY,0.0,608,5.4M,"100,000+",Free,0,Everyone,Entertainment,"May 17, 2018",4.3.2,4.1 and up,"[23,889)"
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,0.0,126862,624k,"10,000,000+",Free,0,Everyone,Libraries & Demo,"January 17, 2012",1.0,2.2 and up,"[26432,max)"
CQ-Mobile,COMMUNICATION,1.0,10,8.1M,"1,000+",Free,0,Everyone,Communication,"November 28, 2016",5.5.0,4.0 and up,"[0,23)"
U Assist - Screen Mirroring & Sharing App,PRODUCTIVITY,0.0,198,3.5M,"50,000+",Free,0,Everyone,Productivity,"January 26, 2017",2.0.16,2.3 and up,"[23,889)"
AzadBazar.af,SHOPPING,1.0,3,3.7M,100+,Free,0,Everyone,Shopping,"March 9, 2018",1.0,4.0 and up,"[0,23)"
"The Championships, Wimbledon 2018",SPORTS,1.0,24082,95M,"1,000,000+",Free,0,Everyone,Sports,"July 4, 2018",6.5,4.4 and up,"[889,26432)"
Bitcoin & Cryptocurrency - Bx,FINANCE,1.0,11,3.7M,"1,000+",Free,0,Everyone,Finance,"November 28, 2017",0.1.6,4.1 and up,"[0,23)"
HTC Sense Input - ES,TOOLS,1.0,3509,6.5M,"1,000,000+",Free,0,Everyone,Tools,"October 30, 2015",1.0.612919,5.0 and up,"[889,26432)"
AV Phone,COMMUNICATION,1.0,4,3.7M,"1,000+",Free,0,Everyone,Communication,"July 9, 2018",2.1.9,5.1 and up,"[0,23)"
Latest Barcelona News 24h,NEWS_AND_MAGAZINES,1.0,104,3.0M,"10,000+",Free,0,Everyone,News & Magazines,"January 6, 2018",1.3,4.0 and up,"[23,889)"
BV,COMMUNICATION,1.0,3,1.6M,100+,Free,0,Everyone,Communication,"August 4, 2016","1,01",3.0 and up,"[0,23)"
Fo Fo Fish,GAME,0.0,5,21M,50+,Free,0,Everyone,Arcade,"August 25, 2015",1.0,2.3 and up,"[0,23)"
Kids Craft Ideas,PARENTING,1.0,99,6.6M,"10,000+",Free,0,Everyone,Parenting,"March 29, 2018",1.1,4.1 and up,"[23,889)"
BL info,TRAVEL_AND_LOCAL,1.0,98,2.0M,"5,000+",Free,0,Everyone,Travel & Local,"July 17, 2018",2.0,4.3 and up,"[23,889)"
Au Bon Pain,FOOD_AND_DRINK,0.0,70,26M,"10,000+",Free,0,Everyone,Food & Drink,"July 23, 2018",1.4,5.0 and up,"[23,889)"
Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,1.0,78,11M,"5,000+",Free,0,Everyone,Education,"October 12, 2017",2.9.0,4.1 and up,"[23,889)"
Frontback - Social Photos,SOCIAL,0.0,19446,Varies with device,"1,000,000+",Free,0,Mature 17+,Social,"December 1, 2017",3.4.5,4.0.3 and up,"[889,26432)"
All C Programs,FAMILY,1.0,2387,6.9M,"100,000+",Free,0,Everyone,Education,"June 9, 2018",2.5.1,4.1 and up,"[889,26432)"
Flashlight & LED Torch,TOOLS,1.0,111507,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,"[26432,max)"
Lyrics of Ek Paheli Leela,FAMILY,1.0,4,2.3M,500+,Free,0,Everyone,Entertainment,"April 23, 2016",1.0,4.0 and up,"[0,23)"
LactMed,MEDICAL,1.0,573,2.0M,"100,000+",Free,0,Everyone,Medical,"June 1, 2017",3.1,3.0 and up,"[23,889)"
Google PDF Viewer,PRODUCTIVITY,1.0,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,"[26432,max)"
EU-Schwerbehinderung,NEWS_AND_MAGAZINES,1.0,3,32M,100+,Free,0,Everyone 10+,News & Magazines,"July 16, 2018",2.0.3.53,6.0 and up,"[0,23)"
DG ग्राम / Digital Gram Panchayat,NEWS_AND_MAGAZINES,1.0,53,5.9M,"10,000+",Free,0,Teen,News & Magazines,"June 19, 2018",1.7,4.0 and up,"[23,889)"
Itau bank,FINANCE,1.0,957973,40M,"10,000,000+",Free,0,Everyone,Finance,"July 30, 2018",6.5.7,4.2 and up,"[26432,max)"
Q-See Plus,VIDEO_PLAYERS,0.0,32,33M,"5,000+",Free,0,Everyone,Video Players & Editors,"July 9, 2018",3.1.0,4.0.3 and up,"[23,889)"
Council Voting Calculator,COMMUNICATION,0.0,33,3.4M,"5,000+",Free,0,Everyone,Communication,"January 6, 2017",2.3.0,4.1 and up,"[23,889)"
K-pop Music,FAMILY,0.0,369,3.5M,"10,000+",Free,0,Everyone,Entertainment,"January 11, 2017",2.0.0,2.3 and up,"[23,889)"
Soul Knight,GAME,1.0,292164,59M,"10,000,000+",Free,0,Everyone 10+,Action,"August 1, 2018",1.8.4,4.1 and up,"[26432,max)"
"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,1.0,624557,56M,"10,000,000+",Free,0,Mature 17+,Social,"July 27, 2018",5.4.7.1,4.3 and up,"[26432,max)"
Ladies' Ab Workout FREE,HEALTH_AND_FITNESS,0.0,12906,8.5M,"1,000,000+",Free,0,Everyone,Health & Fitness,"October 8, 2012",1.01,2.1 and up,"[889,26432)"
Wi u Emulator,FAMILY,0.0,468,7.2M,"10,000+",Free,0,Everyone,Entertainment,"March 3, 2018",0.0.1,4.1 and up,"[23,889)"
Multiple Videos at Same Time,VIDEO_PLAYERS,1.0,4706,1.5M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"June 19, 2018",Z (Special Edition R9),4.4 and up,"[889,26432)"
AJ Bell Youinvest,FINANCE,0.0,135,5.3M,"10,000+",Free,0,Everyone,Finance,"June 4, 2018",2.13.0.65,4.4 and up,"[23,889)"
QR BARCODE SCANNER,TOOLS,0.0,169369,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"September 5, 2016",Varies with device,Varies with device,"[26432,max)"
Ah !,FAMILY,1.0,3,22M,50+,Free,0,Everyone,Entertainment,"December 27, 2017",1.1.2,5.0 and up,"[0,23)"
Barclays US for Android,FINANCE,1.0,6998,24M,"1,000,000+",Free,0,Everyone,Finance,"August 1, 2018",6.29.37589,5.0 and up,"[889,26432)"
Mr. Number-Block calls & spam,COMMUNICATION,1.0,177263,13M,"10,000,000+",Free,0,Mature 17+,Communication,"July 13, 2018",5.1.2-6310,5.0 and up,"[26432,max)"
AW TeamUp,NEWS_AND_MAGAZINES,1.0,9,17M,500+,Free,0,Everyone,News & Magazines,"June 4, 2018",1.0.3,4.1 and up,"[0,23)"
Fantasy Football & NFL News,SPORTS,1.0,2943,8.1M,"100,000+",Free,0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,"[889,26432)"
Drug Calculator,MEDICAL,1.0,0,4.6M,10+,Free,0,Everyone,Medical,"July 27, 2018",1.0,4.4 and up,"[0,23)"
DIRECTV for Tablets,FAMILY,0.0,24123,69M,"1,000,000+",Free,0,Teen,Entertainment,"June 1, 2018",5.9.006,4.1 and up,"[889,26432)"
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,1.0,18539,57M,"1,000,000+",Free,0,Everyone,Health & Fitness,"July 30, 2018",1.11.4,4.0.3 and up,"[889,26432)"
R Programming Solution,FAMILY,0.0,169,7.7M,"10,000+",Free,0,Everyone,Education,"June 20, 2016",1.0.3,4.0 and up,"[23,889)"
Naruto Shippuden - Watch Free!,VIDEO_PLAYERS,0.0,141515,5.7M,"10,000,000+",Free,0,Teen,Video Players & Editors,"April 23, 2014",0.6.0,2.3 and up,"[26432,max)"
Bitcoin BX Thailand PRO,FINANCE,0.0,21,21M,100+,Paid,$4.99,Everyone,Finance,"October 22, 2017",5.0,4.0.3 and up,"[0,23)"
Easy Hair Style Design,LIFESTYLE,1.0,601,5.1M,"100,000+",Free,0,Everyone,Lifestyle,"December 20, 2017",1.0,2.3 and up,"[23,889)"
Local weather Forecast,WEATHER,1.0,5482,12M,"1,000,000+",Free,0,Everyone,Weather,"August 7, 2018",2.42,4.0.3 and up,"[889,26432)"
Gymnastics Superstar - Spin your way to gold!,FAMILY,1.0,305765,34M,"10,000,000+",Free,0,Everyone,Role Playing,"July 31, 2018",1.1.7,4.1 and up,"[26432,max)"
Thai Handwriting,EDUCATION,1.0,3168,19M,"1,000,000+",Free,0,Everyone,Education,"October 26, 2017",3.1,4.4 and up,"[889,26432)"
PicsArt Photo Studio: Collage Maker & Pic Editor,PHOTOGRAPHY,1.0,7594559,34M,"100,000,000+",Free,0,Teen,Photography,"August 6, 2018",9.40.3,4.0.3 and up,"[26432,max)"
Dr. Chess,GAME,1.0,97209,6.7M,"1,000,000+",Free,0,Everyone,Board,"January 14, 2018",1.41,4.0.3 and up,"[26432,max)"
Wallpapers FN F2000,PERSONALIZATION,1.0,0,11M,5+,Free,0,Teen,Personalization,"April 16, 2018",1.0,4.1 and up,"[0,23)"
Walmart,SHOPPING,1.0,441473,Varies with device,"10,000,000+",Free,0,Everyone,Shopping,"July 30, 2018",Varies with device,Varies with device,"[26432,max)"
T-Mobile DIGITS,COMMUNICATION,0.0,1820,33M,"100,000+",Free,0,Everyone,Communication,"February 15, 2018",1.1.50,4.4 and up,"[889,26432)"
AW - free video calls and chat,COMMUNICATION,0.0,7317,Varies with device,"1,000,000+",Free,0,Teen,Communication,"July 4, 2018",1.0.08.73,4.0.3 and up,"[889,26432)"
BJ-UFO,FAMILY,0.0,226,25M,"50,000+",Free,0,Everyone,Casual,"May 10, 2018",2.5_20,4.0 and up,"[23,889)"
Ebenezer AH,MEDICAL,0.0,4,27M,500+,Free,0,Everyone,Medical,"May 5, 2017",300000.0.79,4.0.3 and up,"[0,23)"
Stock Quote,FINANCE,1.0,4344,4.5M,"500,000+",Free,0,Everyone,Finance,"July 30, 2018",3.6.2,4.0 and up,"[889,26432)"
Cargo de Praça PM DF,PRODUCTIVITY,1.0,0,5.2M,10+,Paid,$2.99,Everyone,Productivity,"May 7, 2018",3.0,4.0 and up,"[0,23)"
Square DP For Whatsapp,PHOTOGRAPHY,1.0,67,15M,"10,000+",Free,0,Everyone,Photography,"March 29, 2017",1.0,4.0.3 and up,"[23,889)"
Instant Ba-dum-tss,FAMILY,0.0,13,2.0M,"1,000+",Free,0,Everyone,Entertainment,"September 23, 2015",1.0,1.6 and up,"[0,23)"
Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,0.0,464,28M,"50,000+",Free,0,Everyone,Food & Drink,"May 22, 2018",2.6.15,4.4 and up,"[23,889)"
"WPS Office - Word, Docs, PDF, Note, Slide & Sheet",PRODUCTIVITY,1.0,1508137,37M,"100,000,000+",Free,0,Everyone,Productivity,"July 30, 2018",11.1.3,4.0 and up,"[26432,max)"
Dairy Queen,FOOD_AND_DRINK,0.0,731,43M,"100,000+",Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up,"[23,889)"
Download Manager,TOOLS,0.0,79132,2.2M,"10,000,000+",Free,0,Everyone,Tools,"January 3, 2018",1.1.6,2.3 and up,"[26432,max)"
